"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"MU";"3545209";"Salto (SP)";"4691";"4298";"4066";"3458";"3200";"3736";"4300"
"MU";"3545308";"Salto de Pirapora (SP)";"11331";"10714";"10648";"9999";"6500";"9400";"9513"
"MU";"3545407";"Salto Grande (SP)";"5700";"5369";"4939";"4930";"5072";"4400";"5000"
"MU";"3545506";"Sandovalina (SP)";"29367";"26149";"25801";"25439";"23839";"23170";"22163"
"MU";"3545605";"Santa Adélia (SP)";"2447";"2512";"2506";"2355";"2790";"2750";"3225"
"MU";"3545704";"Santa Albertina (SP)";"29100";"27702";"25372";"24810";"25127";"26414";"27961"
"MU";"3545803";"Santa Bárbara d'Oeste (SP)";"1500";"2000";"2000";"1500";"1500";"1500";"1500"
"MU";"3546009";"Santa Branca (SP)";"12000";"11593";"11593";"9964";"9983";"10131";"10562"
"MU";"3546108";"Santa Clara d'Oeste (SP)";"18313";"17522";"17248";"17149";"18581";"18707";"19113"
"MU";"3546207";"Santa Cruz da Conceição (SP)";"7500";"9231";"7500";"8381";"7500";"8022";"8266"
"MU";"3546256";"Santa Cruz da Esperança (SP)";"2289";"2144";"2032";"2032";"2200";"2000";"2000"
"MU";"3546306";"Santa Cruz das Palmeiras (SP)";"2060";"1950";"1900";"1820";"1900";"1960";"1930"
"MU";"3546405";"Santa Cruz do Rio Pardo (SP)";"54100";"52983";"48744";"48750";"48988";"48600";"48800"
"MU";"3546504";"Santa Ernestina (SP)";"400";"371";"363";"308";"287";"257";"235"
"MU";"3546603";"Santa Fé do Sul (SP)";"26692";"26114";"26713";"26131";"26344";"26585";"25870"
"MU";"3546702";"Santa Gertrudes (SP)";"495";"430";"395";"320";"342";"332";"413"
"MU";"3546801";"Santa Isabel (SP)";"11500";"11100";"10867";"8377";"8100";"7564";"7704"
"MU";"3546900";"Santa Lúcia (SP)";"1180";"625";"686";"454";"491";"465";"481"
"MU";"3547007";"Santa Maria da Serra (SP)";"11206";"11374";"11117";"10005";"10150";"10922";"12301"
"MU";"3547106";"Santa Mercedes (SP)";"10743";"11379";"12100";"10330";"10550";"10980";"11200"
"MU";"3547205";"Santana da Ponte Pensa (SP)";"15226";"14098";"14210";"14326";"14482";"16108";"19800"
"MU";"3547304";"Santana de Parnaíba (SP)";"...";"...";"...";"...";"...";"1500";"1300"
"MU";"3547403";"Santa Rita d'Oeste (SP)";"20822";"20077";"20623";"21517";"25643";"27107";"28096"
"MU";"3547502";"Santa Rita do Passa Quatro (SP)";"20500";"20600";"20250";"20000";"20500";"21480";"24000"
"MU";"3547601";"Santa Rosa de Viterbo (SP)";"7913";"8682";"8424";"8424";"8843";"8854";"9366"
"MU";"3547650";"Santa Salete (SP)";"10406";"10290";"9775";"8993";"10109";"11453";"11310"
"MU";"3547700";"Santo Anastácio (SP)";"67031";"70521";"68087";"61861";"68351";"76396";"79176"
"MU";"3547809";"Santo André (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3547908";"Santo Antônio da Alegria (SP)";"16802";"17390";"16893";"16893";"17919";"17919";"19651"
"MU";"3548005";"Santo Antônio de Posse (SP)";"3385";"3070";"3196";"6500";"5500";"3100";"3400"
"MU";"3548054";"Santo Antônio do Aracanguá (SP)";"74200";"81100";"72534";"70941";"82560";"88560";"90120"
"MU";"3548104";"Santo Antônio do Jardim (SP)";"5987";"5415";"4935";"4726";"5190";"5450";"5750"
"MU";"3548203";"Santo Antônio do Pinhal (SP)";"5523";"5100";"5600";"4200";"4170";"4380";"4360"
"MU";"3548302";"Santo Expedito (SP)";"13768";"13691";"13332";"11611";"10796";"13390";"13300"
"MU";"3548401";"Santópolis do Aguapeí (SP)";"8425";"7740";"7200";"7178";"7874";"8184";"8526"
"MU";"3548500";"Santos (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3548609";"São Bento do Sapucaí (SP)";"11869";"10700";"12500";"14900";"12213";"13950";"16360"
"MU";"3548708";"São Bernardo do Campo (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3548906";"São Carlos (SP)";"36729";"36175";"36156";"35700";"35082";"46282";"38000"
"MU";"3549003";"São Francisco (SP)";"8910";"8300";"8399";"9003";"9001";"9900";"9706"
"MU";"3549102";"São João da Boa Vista (SP)";"37959";"38868";"38327";"36551";"37224";"39660";"40200"
"MU";"3549201";"São João das Duas Pontes (SP)";"11917";"10387";"9284";"10174";"10523";"10144";"11121"
"MU";"3549250";"São João de Iracema (SP)";"11313";"10016";"10265";"11671";"11741";"11003";"11200"
"MU";"3549300";"São João do Pau d'Alho (SP)";"6462";"7309";"8580";"6150";"5950";"6190";"6600"
"MU";"3549409";"São Joaquim da Barra (SP)";"5556";"5175";"5542";"4055";"4293";"4447";"4516"
"MU";"3549508";"São José da Bela Vista (SP)";"7794";"7261";"6499";"6196";"6695";"7066";"7072"
"MU";"3549607";"São José do Barreiro (SP)";"15300";"15380";"15392";"14973";"14078";"11400";"12670"
"MU";"3549706";"São José do Rio Pardo (SP)";"35500";"35500";"41500";"41300";"44500";"49500";"49300"
"MU";"3549805";"São José do Rio Preto (SP)";"19906";"19840";"19985";"18294";"20365";"22266";"21272"
"MU";"3549904";"São José dos Campos (SP)";"62000";"56500";"52265";"48930";"53641";"56423";"59031"
"MU";"3549953";"São Lourenço da Serra (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3550001";"São Luiz do Paraitinga (SP)";"35045";"34800";"35089";"34980";"33800";"37297";"39300"
"MU";"3550100";"São Manuel (SP)";"8639";"7856";"7067";"6300";"7485";"8670";"8500"
"MU";"3550209";"São Miguel Arcanjo (SP)";"24080";"23800";"22640";"22688";"20815";"21046";"19396"
"MU";"3550308";"São Paulo (SP)";"500";"500";"700";"500";"600";"550";"539"
"MU";"3550407";"São Pedro (SP)";"40500";"34890";"35111";"31020";"32080";"34971";"35330"
"MU";"3550506";"São Pedro do Turvo (SP)";"60000";"57346";"54108";"50320";"48380";"45000";"46000"
"MU";"3550605";"São Roque (SP)";"2404";"2266";"2440";"2468";"2468";"2538";"2630"
"MU";"3550704";"São Sebastião (SP)";"196";"286";"...";"...";"50";"39";"110"
"MU";"3550803";"São Sebastião da Grama (SP)";"12200";"12000";"14200";"13500";"14000";"14200";"14100"
"MU";"3550902";"São Simão (SP)";"7039";"7652";"7734";"7734";"9509";"8657";"10720"
"MU";"3551009";"São Vicente (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3551108";"Sarapuí (SP)";"20650";"20040";"19100";"17490";"17913";"19575";"19396"
"MU";"3551207";"Sarutaiá (SP)";"6550";"5769";"5912";"5651";"5105";"4895";"5240"
"MU";"3551306";"Sebastianópolis do Sul (SP)";"10288";"8654";"8352";"8029";"9078";"10041";"9890"
"MU";"3551405";"Serra Azul (SP)";"2726";"2031";"2126";"2126";"1839";"1926";"2084"
"MU";"3551504";"Serrana (SP)";"1782";"1896";"1914";"1914";"1000";"897";"1066"
"MU";"3551603";"Serra Negra (SP)";"6200";"7056";"6800";"6430";"7670";"7682";"8088"
"MU";"3551702";"Sertãozinho (SP)";"3970";"3970";"4040";"3838";"3981";"4668";"3959"
"MU";"3551801";"Sete Barras (SP)";"9308";"9700";"8779";"11300";"8000";"7861";"7630"
"MU";"3551900";"Severínia (SP)";"2276";"2262";"2192";"2330";"2250";"2600";"2250"
"MU";"3552007";"Silveiras (SP)";"17200";"16914";"17444";"16988";"14890";"13000";"13401"
"MU";"3552106";"Socorro (SP)";"40000";"37500";"38000";"37000";"48500";"47100";"48930"
"MU";"3552205";"Sorocaba (SP)";"11192";"11024";"10400";"8612";"8612";"8364";"8853"
"MU";"3552304";"Sud Mennucci (SP)";"37840";"36140";"33882";"30320";"31390";"35169";"37115"
"MU";"3552403";"Sumaré (SP)";"2400";"2759";"2518";"2500";"2500";"2500";"2729"
"MU";"3552502";"Suzano (SP)";"436";"1045";"1198";"1230";"1230";"947";"946"
"MU";"3552551";"Suzanápolis (SP)";"25326";"26036";"24480";"24610";"26841";"28306";"28265"
"MU";"3552601";"Tabapuã (SP)";"7031";"6409";"6379";"6580";"6453";"6800";"6910"
"MU";"3552700";"Tabatinga (SP)";"8067";"7950";"8345";"6519";"6886";"6785";"7087"
"MU";"3552809";"Taboão da Serra (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3552908";"Taciba (SP)";"35965";"32215";"30571";"28098";"28127";"28040";"28000"
"MU";"3553005";"Taguaí (SP)";"17140";"18283";"18307";"18222";"17493";"18957";"19684"
"MU";"3553104";"Taiaçu (SP)";"2124";"2053";"2155";"2281";"2394";"2400";"2260"
"MU";"3553203";"Taiúva (SP)";"1204";"1233";"1008";"1012";"760";"980";"950"
"MU";"3553302";"Tambaú (SP)";"10100";"10030";"9200";"9150";"9830";"9250";"8950"
"MU";"3553401";"Tanabi (SP)";"52580";"40553";"40311";"40749";"48122";"50779";"49100"
"MU";"3553500";"Tapiraí (SP)";"1706";"1643";"1503";"1553";"1553";"1398";"1467"
"MU";"3553609";"Tapiratiba (SP)";"11300";"11300";"15500";"16300";"17800";"19000";"19200"
"MU";"3553658";"Taquaral (SP)";"150";"150";"82";"69";"62";"280";"275"
"MU";"3553708";"Taquaritinga (SP)";"6950";"6179";"5893";"4835";"5121";"5230";"5674"
"MU";"3553807";"Taquarituba (SP)";"23293";"23045";"19347";"18786";"18377";"18496";"16463"
"MU";"3553856";"Taquarivaí (SP)";"6500";"6874";"4100";"8500";"7255";"6682";"5372"
"MU";"3553906";"Tarabai (SP)";"21660";"21517";"21818";"20898";"20713";"22780";"22430"
"MU";"3553955";"Tarumã (SP)";"2444";"2574";"2837";"3578";"3364";"3623";"3650"
"MU";"3554003";"Tatuí (SP)";"22765";"22367";"21993";"20563";"20495";"23407";"22035"
"MU";"3554102";"Taubaté (SP)";"38840";"35405";"37284";"37678";"37564";"37682";"39025"
"MU";"3554201";"Tejupá (SP)";"12800";"14459";"14590";"14551";"14581";"15281";"14493"
"MU";"3554300";"Teodoro Sampaio (SP)";"79417";"79309";"79833";"73451";"76809";"79626";"78688"
"MU";"3554409";"Terra Roxa (SP)";"1003";"1225";"1245";"1117";"1060";"1220";"1600"
"MU";"3554508";"Tietê (SP)";"28178";"28170";"28170";"28550";"28550";"30000";"30000"
"MU";"3554607";"Timburi (SP)";"12970";"12267";"12113";"11628";"12946";"12372";"12624"
"MU";"3554656";"Torre de Pedra (SP)";"6882";"7623";"7494";"6942";"7103";"7787";"6942"
"MU";"3554706";"Torrinha (SP)";"14227";"16172";"15364";"14949";"16912";"18579";"19660"
"MU";"3554755";"Trabiju (SP)";"2300";"2158";"2315";"1726";"1418";"1531";"1864"
"MU";"3554805";"Tremembé (SP)";"7800";"7896";"7935";"8145";"7897";"7947";"7830"
"MU";"3554904";"Três Fronteiras (SP)";"18241";"18742";"18336";"17310";"18362";"19227";"19584"
"MU";"3554953";"Tuiuti (SP)";"9000";"12700";"12680";"12500";"13000";"11145";"11100"
"MU";"3555000";"Tupã (SP)";"54786";"49353";"45916";"42084";"44008";"48214";"52096"
"MU";"3555109";"Tupi Paulista (SP)";"18176";"16771";"14700";"13930";"14280";"15450";"15930"
"MU";"3555208";"Turiúba (SP)";"15033";"13515";"12381";"12323";"13500";"13613";"13944"
"MU";"3555307";"Turmalina (SP)";"12500";"12070";"10209";"9920";"9969";"10768";"10830"
"MU";"3555356";"Ubarana (SP)";"4842";"4410";"4463";"4259";"4930";"4837";"4896"
"MU";"3555406";"Ubatuba (SP)";"181";"147";"...";"...";"...";"...";"..."
"MU";"3555505";"Ubirajara (SP)";"21300";"23976";"22058";"22000";"23570";"22500";"21000"
"MU";"3555604";"Uchoa (SP)";"8987";"10300";"10109";"9631";"9927";"12250";"12900"
"MU";"3555703";"União Paulista (SP)";"4647";"4315";"3887";"3347";"2988";"3110";"4390"
"MU";"3555802";"Urânia (SP)";"22700";"21900";"20696";"21163";"22695";"24874";"23984"
"MU";"3555901";"Uru (SP)";"11149";"10514";"9917";"9795";"10916";"11520";"9640"
"MU";"3556008";"Urupês (SP)";"8800";"8850";"8100";"9000";"9500";"10900";"10600"
"MU";"3556107";"Valentim Gentil (SP)";"13000";"12500";"11300";"11000";"12000";"14000";"13400"
"MU";"3556206";"Valinhos (SP)";"1113";"2376";"2370";"2100";"1113";"2570";"3650"
"MU";"3556305";"Valparaíso (SP)";"28333";"23160";"24173";"23269";"23780";"23409";"22250"
"MU";"3556354";"Vargem (SP)";"7500";"7500";"7510";"9000";"13500";"11000";"9900"
"MU";"3556404";"Vargem Grande do Sul (SP)";"16194";"17056";"16587";"17256";"17165";"17680";"18560"
"MU";"3556453";"Vargem Grande Paulista (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3556503";"Várzea Paulista (SP)";"95";"80";"46";"108";"95";"81";"106"
"MU";"3556602";"Vera Cruz (SP)";"28591";"27877";"26272";"27159";"29631";"28398";"26579"
"MU";"3556701";"Vinhedo (SP)";"1620";"2250";"2070";"2110";"1800";"2350";"2501"
"MU";"3556800";"Viradouro (SP)";"1800";"1635";"1523";"1503";"1380";"1390";"1315"
"MU";"3556909";"Vista Alegre do Alto (SP)";"1250";"800";"763";"806";"761";"982";"762"
"MU";"3556958";"Vitória Brasil (SP)";"3400";"3200";"3136";"2791";"3053";"3503";"3690"
"MU";"3557006";"Votorantim (SP)";"2366";"1889";"1989";"1946";"1946";"2104";"2079"
"MU";"3557105";"Votuporanga (SP)";"32000";"29000";"29800";"31500";"32000";"36000";"33670"
"MU";"3557154";"Zacarias (SP)";"16411";"15506";"14282";"14618";"15260";"15988";"15285"
"MU";"3557204";"Chavantes (SP)";"3880";"2189";"2650";"2700";"2815";"2450";"2460"
"MU";"3557303";"Estiva Gerbi (SP)";"2161";"2282";"2380";"2350";"1900";"2040";"1900"
"MU";"4100103";"Abatiá (PR)";"18110";"18815";"18010";"18139";"17691";"18549";"13523"
"MU";"4100202";"Adrianópolis (PR)";"19600";"18662";"16972";"15813";"16349";"16383";"15216"
"MU";"4100301";"Agudos do Sul (PR)";"2000";"1900";"1300";"1300";"1150";"1102";"1560"
"MU";"4100400";"Almirante Tamandaré (PR)";"1887";"1150";"939";"940";"950";"900";"805"
"MU";"4100459";"Altamira do Paraná (PR)";"61947";"59547";"59993";"60783";"65578";"68124";"65378"
"MU";"4100509";"Altônia (PR)";"62702";"68445";"67595";"62962";"67748";"71008";"68919"
"MU";"4100608";"Alto Paraná (PR)";"36318";"37635";"37407";"35016";"39542";"41946";"43766"
"MU";"4100707";"Alto Piquiri (PR)";"16409";"18668";"14780";"12589";"11440";"10818";"11377"
"MU";"4100806";"Alvorada do Sul (PR)";"8486";"9150";"7778";"6673";"5941";"5956";"5958"
"MU";"4100905";"Amaporã (PR)";"38297";"35047";"35315";"32548";"34224";"33889";"35015"
"MU";"4101002";"Ampére (PR)";"35654";"36248";"36869";"37256";"36277";"37551";"37841"
"MU";"4101051";"Anahy (PR)";"6196";"5896";"5516";"6025";"5750";"5860";"5917"
"MU";"4101101";"Andirá (PR)";"1572";"1143";"1324";"1284";"1160";"1382";"1538"
"MU";"4101150";"Ângulo (PR)";"10333";"9363";"10175";"12716";"10384";"10285";"10268"
"MU";"4101200";"Antonina (PR)";"380";"514";"406";"435";"372";"379";"326"
"MU";"4101309";"Antônio Olinto (PR)";"5000";"5000";"3117";"3800";"3900";"4600";"4600"
"MU";"4101408";"Apucarana (PR)";"21864";"20844";"20880";"18121";"19500";"19229";"19105"
"MU";"4101507";"Arapongas (PR)";"8211";"8309";"7056";"6662";"6569";"6034";"6275"
"MU";"4101606";"Arapoti (PR)";"52862";"52119";"32219";"51000";"50710";"50200";"50800"
"MU";"4101655";"Arapuã (PR)";"18075";"17908";"17365";"15757";"17151";"17833";"18041"
"MU";"4101705";"Araruna (PR)";"20500";"18117";"18121";"17714";"16826";"16794";"16832"
"MU";"4101804";"Araucária (PR)";"5853";"5998";"5302";"5350";"5290";"5250";"4521"
"MU";"4101853";"Ariranha do Ivaí (PR)";"17706";"18263";"16887";"14529";"13186";"13153";"12231"
"MU";"4101903";"Assaí (PR)";"8989";"9957";"10047";"8804";"9415";"9477";"9885"
"MU";"4102000";"Assis Chateaubriand (PR)";"11127";"11444";"9712";"9493";"8841";"8363";"8287"
"MU";"4102109";"Astorga (PR)";"36665";"35346";"34055";"30305";"29965";"32409";"31713"
"MU";"4102208";"Atalaia (PR)";"9256";"9250";"8061";"8034";"7903";"7326";"7507"
"MU";"4102307";"Balsa Nova (PR)";"8776";"8446";"8370";"8450";"8370";"8350";"7710"
"MU";"4102406";"Bandeirantes (PR)";"12780";"12178";"10773";"12166";"12600";"11848";"10490"
"MU";"4102505";"Barbosa Ferraz (PR)";"55440";"55029";"51464";"53155";"51652";"51900";"51735"
"MU";"4102604";"Barracão (PR)";"16670";"18335";"17297";"17186";"16098";"17334";"16423"
"MU";"4102703";"Barra do Jacaré (PR)";"1900";"2011";"2458";"2189";"2353";"3068";"2700"
"MU";"4102752";"Bela Vista da Caroba (PR)";"14634";"15484";"15137";"14211";"14239";"14936";"15276"
"MU";"4102802";"Bela Vista do Paraíso (PR)";"6595";"7273";"6677";"5304";"5633";"5842";"5703"
"MU";"4102901";"Bituruna (PR)";"21000";"21000";"21000";"21200";"20000";"20000";"21000"
"MU";"4103008";"Boa Esperança (PR)";"2941";"2870";"2432";"2828";"3385";"3667";"3532"
"MU";"4103024";"Boa Esperança do Iguaçu (PR)";"17244";"16600";"16975";"15230";"13660";"15656";"16932"
"MU";"4103040";"Boa Ventura de São Roque (PR)";"30908";"31300";"32189";"34359";"33500";"30500";"31441"
"MU";"4103057";"Boa Vista da Aparecida (PR)";"27907";"27185";"29102";"27199";"25442";"29262";"27791"
"MU";"4103107";"Bocaiúva do Sul (PR)";"5722";"6777";"5819";"5460";"5355";"4957";"3471"
"MU";"4103156";"Bom Jesus do Sul (PR)";"18492";"19800";"20406";"20160";"18705";"19956";"20117"
"MU";"4103206";"Bom Sucesso (PR)";"20070";"19589";"20885";"16746";"18200";"18998";"18055"
"MU";"4103222";"Bom Sucesso do Sul (PR)";"4250";"4708";"4218";"3679";"3445";"3355";"3391"
"MU";"4103305";"Borrazópolis (PR)";"22342";"21895";"18717";"18373";"16196";"16613";"16360"
"MU";"4103354";"Braganey (PR)";"19125";"17786";"18867";"18597";"17870";"19007";"18600"
"MU";"4103370";"Brasilândia do Sul (PR)";"7426";"6210";"4997";"5171";"5660";"4885";"4215"
"MU";"4103404";"Cafeara (PR)";"14072";"13423";"12934";"11388";"13692";"19038";"15735"
"MU";"4103453";"Cafelândia (PR)";"3901";"4505";"4954";"4994";"4309";"4495";"5013"
"MU";"4103479";"Cafezal do Sul (PR)";"33562";"33825";"31992";"30773";"33237";"35165";"34567"
"MU";"4103503";"Califórnia (PR)";"9530";"9096";"8714";"7127";"7100";"7342";"7050"
"MU";"4103602";"Cambará (PR)";"4000";"4294";"4320";"4300";"4757";"6052";"5500"
"MU";"4103701";"Cambé (PR)";"3490";"3347";"3458";"3256";"2890";"2837";"2636"
"MU";"4103800";"Cambira (PR)";"9010";"8445";"8300";"6817";"7340";"8040";"8476"
"MU";"4103909";"Campina da Lagoa (PR)";"65498";"71293";"64456";"59378";"59211";"62558";"58595"
"MU";"4103958";"Campina do Simão (PR)";"12300";"12361";"12491";"11900";"12500";"12000";"12700"
"MU";"4104006";"Campina Grande do Sul (PR)";"4200";"2748";"2297";"2076";"2631";"2392";"2430"
"MU";"4104055";"Campo Bonito (PR)";"16199";"25266";"25706";"27331";"29692";"26946";"24026"
"MU";"4104105";"Campo do Tenente (PR)";"4100";"3200";"3733";"3500";"3200";"3250";"3346"
"MU";"4104204";"Campo Largo (PR)";"11371";"10101";"10792";"10850";"10810";"10800";"9810"
"MU";"4104253";"Campo Magro (PR)";"4500";"5003";"2173";"2200";"2180";"2170";"2346"
"MU";"4104303";"Campo Mourão (PR)";"15539";"14331";"14350";"12432";"10924";"11653";"11018"
"MU";"4104402";"Cândido de Abreu (PR)";"100991";"100911";"105598";"95500";"108500";"99917";"101873"
"MU";"4104428";"Candói (PR)";"66700";"66833";"67100";"67900";"71000";"74300";"76000"
"MU";"4104451";"Cantagalo (PR)";"32300";"34750";"36500";"38100";"37400";"38695";"39000"
"MU";"4104501";"Capanema (PR)";"35912";"36875";"36669";"35207";"32406";"32479";"33476"
"MU";"4104600";"Capitão Leônidas Marques (PR)";"30932";"29115";"32153";"31308";"32484";"34754";"33990"
"MU";"4104659";"Carambeí (PR)";"32190";"30245";"30325";"35353";"35339";"38136";"39000"
"MU";"4104709";"Carlópolis (PR)";"28500";"28962";"31144";"31833";"37771";"34856";"32000"
"MU";"4104808";"Cascavel (PR)";"89730";"90627";"89012";"86477";"87357";"84920";"86982"
"MU";"4104907";"Castro (PR)";"98697";"93873";"103530";"106911";"113155";"111489";"116402"
"MU";"4105003";"Catanduvas (PR)";"44972";"45848";"45419";"41423";"44838";"45543";"43577"
"MU";"4105102";"Centenário do Sul (PR)";"19499";"17796";"15718";"13248";"14947";"15925";"13510"
"MU";"4105201";"Cerro Azul (PR)";"24515";"24600";"24832";"25000";"26100";"26050";"26000"
"MU";"4105300";"Céu Azul (PR)";"22500";"20020";"19726";"18720";"20507";"19965";"19560"
"MU";"4105409";"Chopinzinho (PR)";"61840";"61613";"61737";"58823";"59123";"56714";"59354"
"MU";"4105508";"Cianorte (PR)";"55325";"50824";"47999";"46086";"48982";"51711";"53108"
"MU";"4105607";"Cidade Gaúcha (PR)";"39692";"38649";"37924";"37309";"40082";"37977";"36330"
"MU";"4105706";"Clevelândia (PR)";"20013";"21100";"16548";"15537";"15658";"15583";"15952"
"MU";"4105805";"Colombo (PR)";"1200";"1220";"798";"800";"801";"760";"610"
"MU";"4105904";"Colorado (PR)";"27988";"25805";"25933";"25039";"25839";"26470";"25319"
"MU";"4106001";"Congonhinhas (PR)";"31700";"31842";"30828";"31052";"27698";"29506";"30017"
"MU";"4106100";"Conselheiro Mairinck (PR)";"21847";"25837";"22599";"22568";"22004";"21888";"21545"
"MU";"4106209";"Contenda (PR)";"3665";"4040";"3063";"3100";"3200";"3300";"2840"
"MU";"4106308";"Corbélia (PR)";"16629";"16296";"13869";"12484";"12431";"13203";"11823"
"MU";"4106407";"Cornélio Procópio (PR)";"31600";"29100";"29666";"29600";"24309";"26555";"25913"
"MU";"4106456";"Coronel Domingos Soares (PR)";"48000";"48100";"41670";"41458";"43728";"44582";"45304"
"MU";"4106506";"Coronel Vivida (PR)";"37820";"38903";"42361";"38842";"37854";"36152";"39061"
"MU";"4106555";"Corumbataí do Sul (PR)";"21517";"20433";"19896";"24659";"24005";"20865";"18039"
"MU";"4106571";"Cruzeiro do Iguaçu (PR)";"16830";"16000";"15918";"14132";"14412";"16383";"15980"
"MU";"4106605";"Cruzeiro do Oeste (PR)";"63963";"63379";"60950";"57841";"58314";"61272";"62489"
"MU";"4106704";"Cruzeiro do Sul (PR)";"16060";"15828";"14208";"13814";"15232";"15272";"15495"
"MU";"4106803";"Cruz Machado (PR)";"14000";"14000";"11000";"12000";"12000";"12000";"15000"
"MU";"4106852";"Cruzmaltina (PR)";"19596";"18689";"15437";"14910";"3973";"13971";"13711"
"MU";"4106902";"Curitiba (PR)";"995";"995";"1168";"1184";"1104";"1100";"1174"
"MU";"4107009";"Curiúva (PR)";"32670";"28950";"36395";"36222";"35245";"37852";"37457"
"MU";"4107108";"Diamante do Norte (PR)";"21509";"26312";"25975";"23225";"26743";"25430";"25882"
"MU";"4107124";"Diamante do Sul (PR)";"42553";"40628";"41450";"35676";"37401";"41040";"35243"
"MU";"4107157";"Diamante D'Oeste (PR)";"32575";"30465";"37616";"34940";"36165";"39055";"37340"
"MU";"4107207";"Dois Vizinhos (PR)";"38662";"38896";"38302";"36923";"34872";"36937";"36137"
"MU";"4107256";"Douradina (PR)";"43133";"38762";"38463";"37375";"37895";"38454";"41784"
"MU";"4107306";"Doutor Camargo (PR)";"2211";"2277";"1836";"1878";"1645";"1560";"1561"
"MU";"4107405";"Enéas Marques (PR)";"19776";"21750";"23268";"25693";"30550";"23813";"24660"
"MU";"4107504";"Engenheiro Beltrão (PR)";"6227";"6685";"6269";"5682";"6356";"6586";"6436"
"MU";"4107520";"Esperança Nova (PR)";"21699";"21035";"20638";"21731";"22190";"24105";"25924"
"MU";"4107538";"Entre Rios do Oeste (PR)";"6488";"6865";"6938";"7482";"7078";"6543";"6270"
