"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"MU";"3520301";"Iguape (SP)";"6500";"5800";"6665";"6662";"5500";"4656";"4401"
"MU";"3520400";"Ilhabela (SP)";"58";"58";"...";"...";"...";"...";"50"
"MU";"3520426";"Ilha Comprida (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3520442";"Ilha Solteira (SP)";"31939";"26909";"27117";"26626";"26605";"30231";"26290"
"MU";"3520509";"Indaiatuba (SP)";"11587";"11132";"10648";"10113";"10990";"11750";"11500"
"MU";"3520608";"Indiana (SP)";"17348";"16509";"16863";"16004";"16246";"17600";"17590"
"MU";"3520707";"Indiaporã (SP)";"22404";"21185";"20060";"21746";"22511";"25053";"27260"
"MU";"3520806";"Inúbia Paulista (SP)";"10990";"10751";"9511";"9539";"9809";"10541";"12980"
"MU";"3520905";"Ipaussu (SP)";"6260";"6253";"5696";"5411";"5890";"5600";"5230"
"MU";"3521002";"Iperó (SP)";"5563";"5336";"4998";"4880";"5049";"5085";"5226"
"MU";"3521101";"Ipeúna (SP)";"10100";"9602";"9313";"9825";"9894";"10587";"10796"
"MU";"3521150";"Ipiguá (SP)";"8828";"7783";"6252";"6120";"6459";"7477";"7477"
"MU";"3521200";"Iporanga (SP)";"6800";"6500";"...";"3000";"3600";"2511";"2415"
"MU";"3521309";"Ipuã (SP)";"4732";"4396";"3901";"4673";"4162";"4257";"4116"
"MU";"3521408";"Iracemápolis (SP)";"196";"181";"72";"58";"58";"55";"71"
"MU";"3521507";"Irapuã (SP)";"7880";"8800";"9600";"8000";"11000";"10950";"11050"
"MU";"3521606";"Irapuru (SP)";"22100";"20112";"20779";"19923";"20032";"20580";"22852"
"MU";"3521705";"Itaberá (SP)";"53000";"58000";"44780";"35727";"35727";"35435";"33900"
"MU";"3521804";"Itaí (SP)";"32328";"33350";"29878";"28822";"28176";"30054";"27634"
"MU";"3521903";"Itajobi (SP)";"10700";"10000";"9524";"8986";"10900";"13500";"12630"
"MU";"3522000";"Itaju (SP)";"11647";"12255";"11284";"9914";"11384";"12648";"12679"
"MU";"3522109";"Itanhaém (SP)";"286";"275";"385";"500";"500";"140";"150"
"MU";"3522158";"Itaoca (SP)";"5000";"8000";"10000";"12000";"10345";"9974";"10333"
"MU";"3522208";"Itapecerica da Serra (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3522307";"Itapetininga (SP)";"71260";"72380";"71450";"68350";"68806";"70757";"66207"
"MU";"3522406";"Itapeva (SP)";"72000";"68000";"70000";"47655";"44771";"42294";"39650"
"MU";"3522505";"Itapevi (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3522604";"Itapira (SP)";"32800";"31779";"33000";"30000";"32000";"33434";"34950"
"MU";"3522653";"Itapirapuã Paulista (SP)";"6200";"7890";"8000";"4462";"3972";"3857";"3921"
"MU";"3522703";"Itápolis (SP)";"25400";"24100";"21751";"20203";"22129";"22862";"21787"
"MU";"3522802";"Itaporanga (SP)";"34400";"35904";"37000";"34000";"34000";"37000";"37800"
"MU";"3522901";"Itapuí (SP)";"1674";"1376";"1310";"1300";"1279";"1123";"1145"
"MU";"3523008";"Itapura (SP)";"16776";"12439";"12378";"11507";"13942";"13923";"11709"
"MU";"3523107";"Itaquaquecetuba (SP)";"960";"1020";"1068";"875";"845";"798";"788"
"MU";"3523206";"Itararé (SP)";"37779";"43000";"38500";"33934";"37234";"36559";"36559"
"MU";"3523305";"Itariri (SP)";"665";"667";"653";"489";"489";"512";"512"
"MU";"3523404";"Itatiba (SP)";"16900";"17480";"17500";"18100";"18100";"19800";"21200"
"MU";"3523503";"Itatinga (SP)";"27238";"28787";"21800";"20850";"21200";"21100";"24000"
"MU";"3523602";"Itirapina (SP)";"21470";"21250";"20310";"18900";"20214";"19001";"19224"
"MU";"3523701";"Itirapuã (SP)";"15775";"14068";"13993";"13033";"12254";"12245";"12557"
"MU";"3523800";"Itobi (SP)";"12400";"12474";"10000";"9500";"12000";"11300";"11200"
"MU";"3523909";"Itu (SP)";"36743";"29702";"29785";"29450";"29100";"30950";"32580"
"MU";"3524006";"Itupeva (SP)";"6900";"7238";"8312";"8307";"8183";"8260";"9638"
"MU";"3524105";"Ituverava (SP)";"12419";"12028";"12847";"16064";"17560";"17389";"17629"
"MU";"3524204";"Jaborandi (SP)";"5592";"2340";"2133";"2196";"2257";"2047";"1763"
"MU";"3524303";"Jaboticabal (SP)";"6800";"6800";"7010";"6490";"5940";"5962";"7100"
"MU";"3524402";"Jacareí (SP)";"20500";"18257";"18072";"17721";"17928";"18558";"19537"
"MU";"3524501";"Jaci (SP)";"7230";"7149";"6771";"6123";"6253";"7522";"7718"
"MU";"3524600";"Jacupiranga (SP)";"9000";"9000";"8832";"9000";"9000";"9000";"9132"
"MU";"3524709";"Jaguariúna (SP)";"5600";"5600";"5600";"4900";"4160";"4425";"4901"
"MU";"3524808";"Jales (SP)";"35200";"31000";"30690";"30076";"34527";"37220";"37210"
"MU";"3524907";"Jambeiro (SP)";"12000";"11750";"11600";"11350";"10641";"11741";"13529"
"MU";"3525003";"Jandira (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3525102";"Jardinópolis (SP)";"7292";"5866";"5771";"5771";"5069";"5117";"6196"
"MU";"3525201";"Jarinu (SP)";"3820";"3710";"4051";"4079";"4006";"4021";"5049"
"MU";"3525300";"Jaú (SP)";"8880";"8608";"8292";"8306";"7935";"8315";"8921"
"MU";"3525409";"Jeriquara (SP)";"2537";"2445";"2384";"2014";"1863";"1895";"1790"
"MU";"3525508";"Joanópolis (SP)";"19700";"17550";"17560";"15860";"19700";"18300";"18330"
"MU";"3525607";"João Ramalho (SP)";"28785";"25541";"25800";"27090";"25250";"26440";"26000"
"MU";"3525706";"José Bonifácio (SP)";"55250";"52900";"47453";"47940";"50685";"61055";"59530"
"MU";"3525805";"Júlio Mesquita (SP)";"9800";"10081";"8595";"8817";"9664";"11309";"11724"
"MU";"3525854";"Jumirim (SP)";"5300";"5300";"5300";"5700";"5700";"6000";"7550"
"MU";"3525904";"Jundiaí (SP)";"2813";"2980";"3383";"3413";"3375";"3390";"4081"
"MU";"3526001";"Junqueirópolis (SP)";"38467";"39158";"35830";"33720";"33600";"35350";"35660"
"MU";"3526100";"Juquiá (SP)";"7361";"4650";"7711";"5150";"7000";"7434";"8057"
"MU";"3526209";"Juquitiba (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3526308";"Lagoinha (SP)";"19455";"18876";"18430";"18110";"18983";"19894";"20552"
"MU";"3526407";"Laranjal Paulista (SP)";"35577";"35577";"35570";"35500";"35500";"36000";"38000"
"MU";"3526506";"Lavínia (SP)";"51362";"47586";"45272";"39563";"45662";"47238";"48029"
"MU";"3526605";"Lavrinhas (SP)";"7300";"7635";"7127";"8089";"7600";"7300";"6840"
"MU";"3526704";"Leme (SP)";"3280";"3175";"3300";"3300";"3300";"2049";"2500"
"MU";"3526803";"Lençóis Paulista (SP)";"8118";"6196";"5125";"3806";"4524";"4662";"5245"
"MU";"3526902";"Limeira (SP)";"12853";"12671";"11849";"11612";"13394";"13044";"14702"
"MU";"3527009";"Lindóia (SP)";"3700";"3700";"3700";"3355";"3220";"3425";"3664"
"MU";"3527108";"Lins (SP)";"28140";"25629";"23262";"22650";"22600";"26550";"23800"
"MU";"3527207";"Lorena (SP)";"22429";"24018";"25079";"25978";"26467";"27968";"29078"
"MU";"3527256";"Lourdes (SP)";"8498";"8363";"8059";"7866";"8496";"10175";"9895"
"MU";"3527306";"Louveira (SP)";"480";"500";"490";"450";"450";"456";"618"
"MU";"3527405";"Lucélia (SP)";"25550";"24441";"23457";"23247";"24757";"28691";"30433"
"MU";"3527504";"Lucianópolis (SP)";"12200";"12467";"11345";"10551";"11189";"11000";"11750"
"MU";"3527603";"Luís Antônio (SP)";"4925";"4790";"4723";"4723";"5420";"3900";"5520"
"MU";"3527702";"Luiziânia (SP)";"10680";"10181";"9661";"8912";"9313";"10267";"9888"
"MU";"3527801";"Lupércio (SP)";"12503";"13850";"13172";"15600";"12957";"13527";"13999"
"MU";"3527900";"Lutécia (SP)";"34885";"32115";"33320";"30714";"31200";"34700";"37000"
"MU";"3528007";"Macatuba (SP)";"1310";"1688";"1660";"1331";"1255";"1128";"1214"
"MU";"3528106";"Macaubal (SP)";"19911";"19686";"19716";"18693";"20144";"22376";"23987"
"MU";"3528205";"Macedônia (SP)";"27498";"25162";"23927";"24304";"25913";"28030";"26785"
"MU";"3528304";"Magda (SP)";"24416";"19529";"18670";"16517";"18654";"16529";"15509"
"MU";"3528403";"Mairinque (SP)";"2795";"2941";"2904";"3712";"3712";"6498";"6030"
"MU";"3528502";"Mairiporã (SP)";"...";"...";"...";"...";"...";"...";"293"
"MU";"3528601";"Manduri (SP)";"9948";"9159";"8795";"8680";"9182";"9509";"9349"
"MU";"3528700";"Marabá Paulista (SP)";"82076";"82265";"81942";"79868";"82058";"80639";"81481"
"MU";"3528809";"Maracaí (SP)";"7724";"7532";"7085";"6217";"6369";"6146";"6963"
"MU";"3528858";"Marapoama (SP)";"1300";"1450";"1387";"1356";"1370";"1650";"2480"
"MU";"3528908";"Mariápolis (SP)";"25700";"26841";"26137";"25412";"26370";"30090";"29953"
"MU";"3529005";"Marília (SP)";"111764";"115000";"132000";"135500";"112419";"116552";"119620"
"MU";"3529104";"Marinópolis (SP)";"8925";"7989";"9039";"9260";"10432";"11093";"13025"
"MU";"3529203";"Martinópolis (SP)";"103346";"90128";"84269";"82474";"84694";"88130";"87870"
"MU";"3529302";"Matão (SP)";"7800";"7055";"7340";"4531";"4531";"5624";"6183"
"MU";"3529401";"Mauá (SP)";"41";"43";"46";"65";"64";"62";"60"
"MU";"3529500";"Mendonça (SP)";"9384";"9610";"9815";"10206";"10488";"11699";"10216"
"MU";"3529609";"Meridiano (SP)";"15434";"13477";"13243";"13587";"13053";"16019";"16511"
"MU";"3529658";"Mesópolis (SP)";"9220";"7955";"7716";"6491";"7068";"7180";"6890"
"MU";"3529708";"Miguelópolis (SP)";"10307";"10077";"10044";"7375";"7830";"7048";"7304"
"MU";"3529807";"Mineiros do Tietê (SP)";"3848";"3897";"3944";"3395";"3674";"3600";"4029"
"MU";"3529906";"Miracatu (SP)";"4700";"3594";"3934";"3882";"3620";"4050";"4050"
"MU";"3530003";"Mira Estrela (SP)";"18021";"15640";"16376";"16946";"17657";"19207";"19534"
"MU";"3530102";"Mirandópolis (SP)";"79026";"72794";"70554";"67011";"68026";"73764";"74163"
"MU";"3530201";"Mirante do Paranapanema (SP)";"128918";"131358";"128218";"121580";"129627";"134729";"134812"
"MU";"3530300";"Mirassol (SP)";"18588";"17920";"16685";"17086";"17361";"19835";"19423"
"MU";"3530409";"Mirassolândia (SP)";"11061";"11748";"10781";"10781";"11076";"12260";"13500"
"MU";"3530508";"Mococa (SP)";"37800";"30500";"49500";"49600";"56000";"62000";"62500"
"MU";"3530607";"Mogi das Cruzes (SP)";"4554";"4773";"4778";"4455";"4455";"3978";"3956"
"MU";"3530706";"Mogi Guaçu (SP)";"14583";"13604";"13514";"16200";"14500";"15320";"13860"
"MU";"3530805";"Mogi Mirim (SP)";"13440";"12314";"13686";"8900";"12500";"13150";"14240"
"MU";"3530904";"Mombuca (SP)";"3870";"3811";"3625";"3273";"2340";"2633";"2537"
"MU";"3531001";"Monções (SP)";"8007";"6765";"6322";"6392";"6677";"6730";"6770"
"MU";"3531100";"Mongaguá (SP)";"85";"90";"25";"19";"13";"13";"13"
"MU";"3531209";"Monte Alegre do Sul (SP)";"4200";"4487";"4100";"3390";"4044";"4156";"4304"
"MU";"3531308";"Monte Alto (SP)";"15900";"15271";"14955";"14276";"14655";"15433";"15201"
"MU";"3531407";"Monte Aprazível (SP)";"30760";"31379";"30936";"40110";"39195";"41055";"38780"
"MU";"3531506";"Monte Azul Paulista (SP)";"6616";"5480";"5098";"5464";"8076";"5800";"4990"
"MU";"3531605";"Monte Castelo (SP)";"19128";"17585";"17420";"13360";"14700";"14680";"13750"
"MU";"3531704";"Monteiro Lobato (SP)";"11200";"11000";"9533";"10478";"10112";"11908";"13494"
"MU";"3531803";"Monte Mor (SP)";"11000";"11901";"10300";"9300";"9200";"9300";"10400"
"MU";"3531902";"Morro Agudo (SP)";"12140";"11562";"10306";"9508";"7760";"11844";"9211"
"MU";"3532009";"Morungaba (SP)";"5240";"6072";"5400";"5477";"5386";"5854";"6167"
"MU";"3532058";"Motuca (SP)";"1190";"1390";"1520";"974";"806";"884";"959"
"MU";"3532108";"Murutinga do Sul (SP)";"34648";"31295";"30967";"29143";"28843";"31392";"32084"
"MU";"3532157";"Nantes (SP)";"18847";"15599";"26900";"10215";"10650";"10567";"10500"
"MU";"3532207";"Narandiba (SP)";"17638";"15486";"14250";"12394";"12380";"11460";"11170"
"MU";"3532306";"Natividade da Serra (SP)";"21217";"21245";"23044";"22856";"22900";"20911";"22079"
"MU";"3532405";"Nazaré Paulista (SP)";"9500";"9500";"9600";"8200";"8300";"6660";"6500"
"MU";"3532504";"Neves Paulista (SP)";"12990";"12382";"12939";"12298";"13450";"14455";"15315"
"MU";"3532603";"Nhandeara (SP)";"33470";"29575";"28415";"27836";"31820";"36058";"35890"
"MU";"3532702";"Nipoã (SP)";"7265";"6457";"6145";"7137";"7610";"8052";"8210"
"MU";"3532801";"Nova Aliança (SP)";"12104";"11920";"10710";"10221";"11104";"12949";"12245"
"MU";"3532827";"Nova Campina (SP)";"3200";"3000";"1411";"2125";"2196";"2202";"1785"
"MU";"3532843";"Nova Canaã Paulista (SP)";"14743";"14536";"14448";"13402";"13539";"14471";"16709"
"MU";"3532868";"Nova Castilho (SP)";"18414";"14901";"15069";"16140";"17630";"19286";"20140"
"MU";"3532900";"Nova Europa (SP)";"2360";"1067";"1206";"739";"670";"658";"744"
"MU";"3533007";"Nova Granada (SP)";"35930";"34976";"34617";"34617";"36737";"41740";"36737"
"MU";"3533106";"Nova Guataporanga (SP)";"3638";"3976";"3650";"2990";"3240";"3402";"3950"
"MU";"3533205";"Nova Independência (SP)";"15456";"14170";"11824";"10982";"10856";"11369";"10365"
"MU";"3533254";"Novais (SP)";"1488";"1414";"1294";"1170";"1430";"1450";"1615"
"MU";"3533304";"Nova Luzitânia (SP)";"9159";"8900";"8285";"8393";"8779";"9161";"9680"
"MU";"3533403";"Nova Odessa (SP)";"3115";"3000";"3000";"3000";"3000";"3000";"3000"
"MU";"3533502";"Novo Horizonte (SP)";"27500";"27250";"23500";"24800";"25000";"24000";"23000"
"MU";"3533601";"Nuporanga (SP)";"4993";"4755";"4471";"4837";"4541";"5217";"4373"
"MU";"3533700";"Ocauçu (SP)";"27282";"24763";"25188";"35563";"23819";"25887";"25500"
"MU";"3533809";"Óleo (SP)";"14300";"11845";"10330";"10184";"9589";"10290";"9984"
"MU";"3533908";"Olímpia (SP)";"18422";"18413";"16881";"15545";"14569";"16736";"15784"
"MU";"3534005";"Onda Verde (SP)";"8288";"5829";"6065";"6065";"6114";"5645";"5845"
"MU";"3534104";"Oriente (SP)";"21631";"20490";"22866";"19945";"20531";"20039";"21298"
"MU";"3534203";"Orindiúva (SP)";"5068";"5040";"4551";"4551";"5384";"5886";"5384"
"MU";"3534302";"Orlândia (SP)";"7012";"4238";"3316";"3072";"4470";"5443";"5171"
"MU";"3534401";"Osasco (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3534500";"Oscar Bressane (SP)";"29461";"28231";"27987";"25258";"25896";"28435";"28800"
"MU";"3534609";"Osvaldo Cruz (SP)";"25200";"24216";"23953";"23210";"23971";"27391";"27125"
"MU";"3534708";"Ourinhos (SP)";"5350";"6089";"5574";"5518";"6047";"6100";"6400"
"MU";"3534757";"Ouroeste (SP)";"20141";"20610";"18433";"18431";"19346";"18587";"18831"
"MU";"3534807";"Ouro Verde (SP)";"19498";"18494";"18750";"18230";"18400";"18750";"18725"
"MU";"3534906";"Pacaembu (SP)";"37250";"38191";"38704";"32017";"32688";"38931";"40152"
"MU";"3535002";"Palestina (SP)";"39829";"36727";"35305";"35305";"37153";"39930";"38000"
"MU";"3535101";"Palmares Paulista (SP)";"204";"211";"175";"160";"209";"172";"170"
"MU";"3535200";"Palmeira d'Oeste (SP)";"40450";"40465";"39452";"42224";"44135";"44902";"45606"
"MU";"3535309";"Palmital (SP)";"4257";"4372";"4322";"4199";"4298";"4234";"4484"
"MU";"3535408";"Panorama (SP)";"23855";"23103";"24530";"19230";"18800";"19300";"21670"
"MU";"3535507";"Paraguaçu Paulista (SP)";"39520";"41720";"40118";"33831";"33200";"35535";"35200"
"MU";"3535606";"Paraibuna (SP)";"27000";"26600";"27483";"26361";"27272";"29136";"30096"
"MU";"3535705";"Paraíso (SP)";"1312";"1257";"1175";"1060";"1190";"1520";"1600"
"MU";"3535804";"Paranapanema (SP)";"43127";"43810";"37619";"35096";"36265";"37051";"34933"
"MU";"3535903";"Paranapuã (SP)";"11750";"10630";"9245";"7396";"7914";"8072";"8698"
"MU";"3536000";"Parapuã (SP)";"25538";"25382";"26128";"26189";"28333";"30684";"30350"
"MU";"3536109";"Pardinho (SP)";"16500";"13400";"15831";"16800";"17500";"17690";"17000"
"MU";"3536208";"Pariquera-Açu (SP)";"4345";"4345";"4190";"9860";"4500";"4453";"3551"
"MU";"3536257";"Parisi (SP)";"9000";"8500";"9500";"8900";"6500";"10000";"12100"
"MU";"3536307";"Patrocínio Paulista (SP)";"29027";"26289";"25424";"24776";"24723";"26550";"26357"
"MU";"3536406";"Paulicéia (SP)";"20048";"19847";"19920";"14200";"14220";"14180";"15350"
"MU";"3536505";"Paulínia (SP)";"...";"700";"700";"690";"660";"660";"300"
"MU";"3536570";"Paulistânia (SP)";"11503";"11450";"11390";"9341";"10170";"9621";"9630"
"MU";"3536604";"Paulo de Faria (SP)";"31871";"25960";"25539";"25729";"28789";"27789";"37537"
"MU";"3536703";"Pederneiras (SP)";"15422";"17132";"19749";"19174";"18233";"19534";"21712"
"MU";"3536802";"Pedra Bela (SP)";"9000";"9500";"9510";"7700";"7300";"11870";"11400"
"MU";"3536901";"Pedranópolis (SP)";"20884";"20035";"20693";"20820";"21368";"24598";"22384"
"MU";"3537008";"Pedregulho (SP)";"39106";"34992";"33476";"33416";"33746";"36437";"34284"
"MU";"3537107";"Pedreira (SP)";"7800";"8100";"8000";"6424";"7966";"8910";"8399"
"MU";"3537156";"Pedrinhas Paulista (SP)";"1663";"1433";"1379";"1144";"1173";"1254";"1175"
"MU";"3537206";"Pedro de Toledo (SP)";"1585";"1727";"1500";"1500";"1500";"1500";"1500"
"MU";"3537305";"Penápolis (SP)";"24169";"20794";"19199";"19109";"21212";"23077";"25644"
"MU";"3537404";"Pereira Barreto (SP)";"68389";"60544";"52736";"53732";"50565";"51463";"47729"
"MU";"3537503";"Pereiras (SP)";"31089";"27800";"27800";"27000";"27000";"29000";"35000"
"MU";"3537602";"Peruíbe (SP)";"553";"578";"876";"790";"780";"760";"760"
"MU";"3537701";"Piacatu (SP)";"25271";"22949";"22796";"19501";"21060";"23374";"22927"
"MU";"3537800";"Piedade (SP)";"9180";"9783";"10217";"9413";"9222";"9543";"9563"
"MU";"3537909";"Pilar do Sul (SP)";"18120";"15060";"14350";"13650";"14092";"15454";"14187"
"MU";"3538006";"Pindamonhangaba (SP)";"46169";"47600";"47500";"48650";"49875";"52000";"55500"
"MU";"3538105";"Pindorama (SP)";"3005";"3195";"3045";"2580";"3290";"4700";"4525"
"MU";"3538204";"Pinhalzinho (SP)";"12000";"12000";"11830";"11000";"11500";"9145";"9236"
"MU";"3538303";"Piquerobi (SP)";"51134";"52004";"56557";"57354";"62928";"68031";"69325"
"MU";"3538501";"Piquete (SP)";"7460";"7502";"7718";"7522";"7598";"7818";"7994"
"MU";"3538600";"Piracaia (SP)";"16000";"16000";"16100";"18000";"19500";"17585";"17500"
"MU";"3538709";"Piracicaba (SP)";"53386";"52585";"52477";"49712";"51800";"55226";"54790"
"MU";"3538808";"Piraju (SP)";"30040";"31261";"29669";"29281";"28849";"30140";"28395"
"MU";"3538907";"Pirajuí (SP)";"63105";"55779";"57511";"54356";"54653";"60253";"61510"
"MU";"3539004";"Pirangi (SP)";"3200";"2900";"2637";"2431";"2688";"2750";"2500"
"MU";"3539103";"Pirapora do Bom Jesus (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3539202";"Pirapozinho (SP)";"31512";"34698";"31756";"32523";"31821";"32050";"29920"
"MU";"3539301";"Pirassununga (SP)";"11200";"11700";"11850";"10500";"10600";"10400";"10500"
"MU";"3539400";"Piratininga (SP)";"34255";"31637";"28895";"27858";"29996";"30928";"33364"
"MU";"3539509";"Pitangueiras (SP)";"3800";"3800";"3850";"3500";"4700";"4370";"4552"
"MU";"3539608";"Planalto (SP)";"13363";"10782";"9871";"8462";"8379";"9132";"10792"
"MU";"3539707";"Platina (SP)";"13316";"11039";"11504";"12621";"12969";"13715";"12470"
"MU";"3539806";"Poá (SP)";"82";"74";"7";"11";"12";"10";"30"
"MU";"3539905";"Poloni (SP)";"8860";"9157";"8932";"9053";"10864";"11355";"12610"
"MU";"3540002";"Pompéia (SP)";"68971";"66226";"65139";"66252";"68925";"67239";"70002"
"MU";"3540101";"Pongaí (SP)";"15552";"16576";"15076";"15296";"16767";"17910";"17560"
"MU";"3540200";"Pontal (SP)";"757";"757";"800";"689";"644";"550";"551"
"MU";"3540259";"Pontalinda (SP)";"20325";"19400";"17848";"17700";"19170";"18787";"18951"
"MU";"3540309";"Pontes Gestal (SP)";"10300";"9500";"8500";"8400";"11035";"9100";"9990"
"MU";"3540408";"Populina (SP)";"19540";"17625";"17977";"18120";"19388";"19270";"17701"
"MU";"3540507";"Porangaba (SP)";"26153";"27537";"28987";"26979";"25541";"28493";"28577"
"MU";"3540606";"Porto Feliz (SP)";"33251";"26235";"27600";"23590";"23600";"23285";"21498"
"MU";"3540705";"Porto Ferreira (SP)";"3300";"3300";"3100";"2850";"3050";"3300";"3260"
"MU";"3540754";"Potim (SP)";"4350";"4004";"3437";"3850";"3890";"3957";"4132"
"MU";"3540804";"Potirendaba (SP)";"25701";"26800";"26884";"28100";"33494";"37884";"36889"
"MU";"3540853";"Pracinha (SP)";"8700";"8485";"7231";"7312";"7081";"8059";"8002"
"MU";"3540903";"Pradópolis (SP)";"1172";"1172";"1230";"1098";"1090";"890";"781"
"MU";"3541000";"Praia Grande (SP)";"...";"...";"...";"...";"...";"...";"..."
"MU";"3541059";"Pratânia (SP)";"6910";"6461";"7121";"7100";"6500";"6790";"7000"
"MU";"3541109";"Presidente Alves (SP)";"31256";"27994";"27788";"29963";"30635";"33127";"33155"
"MU";"3541208";"Presidente Bernardes (SP)";"105033";"107126";"106750";"96422";"100749";"110800";"114700"
"MU";"3541307";"Presidente Epitácio (SP)";"100296";"108498";"107705";"99425";"100365";"103939";"102510"
"MU";"3541406";"Presidente Prudente (SP)";"57190";"59034";"58044";"52265";"55178";"58580";"57550"
"MU";"3541505";"Presidente Venceslau (SP)";"68712";"72460";"74955";"75846";"83013";"90661";"91753"
"MU";"3541604";"Promissão (SP)";"59231";"57175";"51638";"47686";"51939";"58240";"60309"
"MU";"3541653";"Quadra (SP)";"9827";"9657";"9794";"9562";"9292";"10530";"9700"
"MU";"3541703";"Quatá (SP)";"36746";"35078";"33300";"30570";"32240";"31682";"30800"
"MU";"3541802";"Queiroz (SP)";"13099";"13506";"13777";"8335";"8115";"9401";"9842"
"MU";"3541901";"Queluz (SP)";"9600";"8380";"8485";"8132";"7890";"7500";"7101"
"MU";"3542008";"Quintana (SP)";"33779";"31861";"30656";"30050";"32250";"30133";"32227"
"MU";"3542107";"Rafard (SP)";"2995";"2795";"2795";"2700";"2700";"2900";"2950"
"MU";"3542206";"Rancharia (SP)";"120300";"111552";"123500";"127890";"135000";"135000";"117000"
"MU";"3542305";"Redenção da Serra (SP)";"13680";"13125";"12940";"12830";"12440";"13600";"13865"
"MU";"3542404";"Regente Feijó (SP)";"32570";"31954";"26621";"25313";"27004";"28190";"29108"
"MU";"3542503";"Reginópolis (SP)";"27001";"23853";"21509";"20943";"21270";"22434";"22300"
"MU";"3542602";"Registro (SP)";"10280";"10250";"10991";"12300";"12000";"10475";"10952"
"MU";"3542701";"Restinga (SP)";"8386";"8717";"9414";"8155";"7281";"7797";"8130"
"MU";"3542800";"Ribeira (SP)";"15000";"14000";"14000";"6970";"6534";"5488";"5864"
"MU";"3542909";"Ribeirão Bonito (SP)";"13713";"12950";"12700";"11600";"12689";"11775";"13023"
"MU";"3543006";"Ribeirão Branco (SP)";"14000";"17387";"17500";"16473";"15798";"15107";"13926"
"MU";"3543105";"Ribeirão Corrente (SP)";"4698";"4326";"4071";"4488";"4973";"4810";"4247"
"MU";"3543204";"Ribeirão do Sul (SP)";"5000";"4582";"4269";"4397";"5190";"4800";"5000"
"MU";"3543238";"Ribeirão dos Índios (SP)";"21051";"20719";"20235";"19354";"19838";"22651";"21935"
"MU";"3543253";"Ribeirão Grande (SP)";"6000";"7231";"7300";"6723";"6403";"6404";"6036"
"MU";"3543303";"Ribeirão Pires (SP)";"70";"74";"70";"75";"75";"75";"72"
"MU";"3543402";"Ribeirão Preto (SP)";"4342";"4095";"4508";"4508";"4700";"4437";"4437"
"MU";"3543501";"Riversul (SP)";"30300";"33500";"33000";"38500";"37631";"33800";"33800"
"MU";"3543600";"Rifaina (SP)";"9359";"9450";"6998";"7191";"7347";"7144";"7518"
"MU";"3543709";"Rincão (SP)";"4320";"5095";"5645";"3947";"4427";"4546";"4547"
"MU";"3543808";"Rinópolis (SP)";"38203";"36701";"36035";"35739";"37200";"41850";"41937"
"MU";"3543907";"Rio Claro (SP)";"16350";"16190";"18181";"16668";"18400";"19136";"17701"
"MU";"3544004";"Rio das Pedras (SP)";"2974";"2732";"2817";"2050";"1979";"1936";"2022"
"MU";"3544103";"Rio Grande da Serra (SP)";"30";"32";"30";"25";"21";"20";"18"
"MU";"3544202";"Riolândia (SP)";"37000";"34000";"28600";"67000";"36500";"36800";"37900"
"MU";"3544251";"Rosana (SP)";"60561";"51642";"59044";"52383";"55800";"55968";"60772"
"MU";"3544301";"Roseira (SP)";"6199";"6461";"6711";"6281";"6324";"6581";"6648"
"MU";"3544400";"Rubiácea (SP)";"20000";"19581";"18292";"18550";"19100";"18400";"17830"
"MU";"3544509";"Rubinéia (SP)";"17710";"17177";"15969";"19461";"19495";"20218";"21115"
"MU";"3544608";"Sabino (SP)";"17425";"18458";"16636";"14994";"14300";"14050";"25000"
"MU";"3544707";"Sagres (SP)";"11500";"11155";"10919";"10045";"10099";"11340";"11250"
"MU";"3544806";"Sales (SP)";"13700";"16142";"15200";"20000";"18500";"22000";"18000"
"MU";"3544905";"Sales Oliveira (SP)";"9684";"7017";"10895";"7237";"8417";"6858";"7642"
"MU";"3545001";"Salesópolis (SP)";"4426";"3992";"4458";"4222";"4201";"4409";"4431"
"MU";"3545100";"Salmourão (SP)";"13100";"12528";"12219";"12715";"12641";"13862";"14008"
"MU";"3545159";"Saltinho (SP)";"4800";"4720";"4780";"4695";"5580";"6664";"6756"
